clip_path,label,filename,clip_timestamp,parent_file_id,parent_file_name,parent_file_path,tank_id,session_id,recording_start_time,recording_end_time
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085000.wav,normal,20260424_085000.wav,2026-04-24 08:50:00,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085002.wav,normal,20260424_085002.wav,2026-04-24 08:50:02,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085004.wav,normal,20260424_085004.wav,2026-04-24 08:50:04,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085006.wav,normal,20260424_085006.wav,2026-04-24 08:50:06,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085008.wav,normal,20260424_085008.wav,2026-04-24 08:50:08,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085010.wav,normal,20260424_085010.wav,2026-04-24 08:50:10,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085012.wav,normal,20260424_085012.wav,2026-04-24 08:50:12,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085014.wav,normal,20260424_085014.wav,2026-04-24 08:50:14,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085016.wav,normal,20260424_085016.wav,2026-04-24 08:50:16,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085018.wav,normal,20260424_085018.wav,2026-04-24 08:50:18,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085020.wav,normal,20260424_085020.wav,2026-04-24 08:50:20,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085022.wav,normal,20260424_085022.wav,2026-04-24 08:50:22,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085024.wav,normal,20260424_085024.wav,2026-04-24 08:50:24,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085026.wav,normal,20260424_085026.wav,2026-04-24 08:50:26,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
/media/feliciano/Aux/AI_AFS_DATASET/AFS_BEHAVIOUR_DATASET/normal/20260424_085028.wav,normal,20260424_085028.wav,2026-04-24 08:50:28,2208944313242,LUW1698_20260424_085000.wav,/Incoming_Data/Trial_1/Tank_1/Tank_1_1698_20260424,Tank1,nan,2026-04-24 08:50:00,2026-04-24 09:00:00
